drug1,drug2,label
phenytoin,donepezil,1
phenytoin,doxazosin,1
phenytoin,doxepin,1
phenytoin,doxorubicin,1
phenytoin,doxycycline,1
phenytoin,droperidol,1
phenytoin,erythromycin,1
phenytoin,esomeprazole,1
phenytoin,estradiol,1
phenytoin,estriol,1
phenytoin,estrone,1
phenytoin,ethosuximide,1
phenytoin,etodolac,1
phenytoin,etomidate,1
phenytoin,etoposide,1
phenytoin,etoricoxib,1
phenytoin,everolimus,1
phenytoin,ezetimibe,1
phenytoin,famciclovir,1
phenytoin,felbamate,1
phenytoin,fenofibrate,1
phenytoin,fenoprofen,1
phenytoin,finasteride,1
phenytoin,flecainide,1
phenytoin,floxuridine,1
phenytoin,flucytosine,1
phenytoin,fludrocortisone,1
phenytoin,flunarizine,1
phenytoin,fluocinonide,1
phenytoin,fluorometholone,1
phenytoin,fluorouracil,1
phenytoin,fluoxetine,1
phenytoin,fluticasone,1
phenytoin,fluvastatin,1
phenytoin,fluvoxamine,1
phenytoin,fulvestrant,1
phenytoin,gabapentin,1
phenytoin,galantamine,1
phenytoin,ganciclovir,1
phenytoin,gefitinib,1
phenytoin,gemfibrozil,1
phenytoin,gliclazide,1
phenytoin,granisetron,1
phenytoin,griseofulvin,1
phenytoin,halcinonide,1
phenytoin,haloperidol,1
phenytoin,hydrocortisone,1
phenytoin,hydroxychloroquine,1
phenytoin,hydroxyzine,1
phenytoin,hyoscyamine,1
phenytoin,idarubicin,1
phenytoin,ifosfamide,1
phenytoin,iloprost,1
phenytoin,imipramine,1
phenytoin,indinavir,1
phenytoin,isoniazid,1
phenytoin,isradipine,1
phenytoin,itraconazole,1
phenytoin,ketoconazole,1
phenytoin,ketoprofen,1
phenytoin,ketorolac,1
phenytoin,labetalol,1
phenytoin,lamivudine,1
phenytoin,lamotrigine,1
phenytoin,lansoprazole,1
phenytoin,leflunomide,1
phenytoin,leucovorin,1
phenytoin,levetiracetam,1
phenytoin,levonorgestrel,1
phenytoin,lidocaine,1
phenytoin,lopinavir,1
phenytoin,loratadine,1
phenytoin,lorazepam,1
phenytoin,losartan,1
phenytoin,lovastatin,1
phenytoin,loxapine,1
phenytoin,lymecycline,1
phenytoin,maprotiline,1
phenytoin,maraviroc,1
phenytoin,mebendazole,1
phenytoin,meclizine,1
phenytoin,mefloquine,1
phenytoin,melatonin,1
phenytoin,meloxicam,1
phenytoin,memantine,1
phenytoin,methazolamide,1
phenytoin,methotrexate,1
phenytoin,methyldopa,1
phenytoin,methysergide,1
phenytoin,metoclopramide,1
phenytoin,metronidazole,1
phenytoin,mexiletine,1
phenytoin,miconazole,1
phenytoin,milnacipran,1
phenytoin,minocycline,1
phenytoin,minoxidil,1
phenytoin,mirtazapine,1
phenytoin,mitotane,1
phenytoin,mitoxantrone,1
phenytoin,modafinil,1
phenytoin,nabumetone,1
phenytoin,nadolol,1
phenytoin,nalbuphine,1
phenytoin,naltrexone,1
phenytoin,naproxen,1
phenytoin,nelfinavir,1
phenytoin,nevirapine,1
phenytoin,niacin,1
phenytoin,nicardipine,1
phenytoin,nicergoline,1
phenytoin,nifedipine,1
phenytoin,nisoldipine,1
phenytoin,nizatidine,1
phenytoin,norgestrel,1
phenytoin,ofloxacin,1
phenytoin,olanzapine,1
phenytoin,omeprazole,1
phenytoin,ondansetron,1
phenytoin,orlistat,1
phenytoin,orphenadrine,1
phenytoin,oxandrolone,1
phenytoin,oxaprozin,1
phenytoin,oxcarbazepine,1
phenytoin,oxymetholone,1
phenytoin,paclitaxel,1
phenytoin,palonosetron,1
phenytoin,pancuronium,1
phenytoin,panobinostat,1
phenytoin,pantoprazole,1
phenytoin,paroxetine,1
phenytoin,pentamidine,1
phenytoin,pentobarbital,1
phenytoin,perhexiline,1
phenytoin,phenazopyridine,1
phenytoin,phenelzine,1
phenytoin,phentermine,1
phenytoin,phenylbutazone,1
phenytoin,phenylpropanolamine,1
pilocarpine,acenocoumarol,1
pilocarpine,albendazole,1
pilocarpine,alprazolam,1
pilocarpine,amikacin,1
pilocarpine,aminophylline,1
pilocarpine,aripiprazole,1
pilocarpine,atenolol,1
pilocarpine,azithromycin,1
pilocarpine,betaxolol,1
pilocarpine,bisoprolol,1
pilocarpine,bortezomib,1
pilocarpine,busulfan,1
pilocarpine,cabergoline,1
pilocarpine,capsaicin,1
pilocarpine,carbamazepine,1
pilocarpine,carvedilol,1
pilocarpine,chlorzoxazone,1
pilocarpine,cilostazol,1
pilocarpine,cinnarizine,1
pilocarpine,cisapride,1
pilocarpine,clomipramine,1
pilocarpine,clonidine,1
pilocarpine,colchicine,1
pilocarpine,colistin,1
pilocarpine,crizotinib,1
pilocarpine,cyclophosphamide,1
pilocarpine,dasatinib,1
pilocarpine,diethylcarbamazine,1
pilocarpine,digitoxin,1
pilocarpine,dihydroergocristine,1
pilocarpine,dihydroergotamine,1
pilocarpine,docetaxel,1
pilocarpine,donepezil,1
pilocarpine,doxazosin,1
pilocarpine,doxorubicin,1
pilocarpine,etoposide,1
pilocarpine,everolimus,1
pilocarpine,famciclovir,1
pilocarpine,fenofibrate,1
pilocarpine,flunarizine,1
pilocarpine,fluorouracil,1
pilocarpine,galantamine,1
pilocarpine,haloperidol,1
pilocarpine,ifosfamide,1
pilocarpine,kanamycin,1
pilocarpine,labetalol,1
pilocarpine,lorazepam,1
pilocarpine,lovastatin,1
pilocarpine,mefloquine,1
pilocarpine,memantine,1
pilocarpine,methotrexate,1
pilocarpine,methysergide,1
pilocarpine,metoclopramide,1
pilocarpine,metronidazole,1
pilocarpine,nadolol,1
pilocarpine,neomycin,1
pilocarpine,neostigmine,1
pilocarpine,nevirapine,1
pilocarpine,nifedipine,1
pilocarpine,nizatidine,1
pilocarpine,paclitaxel,1
pilocarpine,pancuronium,1
pilocarpine,panobinostat,1
pilocarpine,paromomycin,1
pilocarpine,phentermine,1
pilocarpine,phenytoin,1
pimozide,acenocoumarol,1
pimozide,acetazolamide,1
pimozide,albendazole,1
pimozide,alprazolam,1
pimozide,aminophylline,1
pimozide,amisulpride,1
pimozide,amitriptyline,1
pimozide,amodiaquine,1
pimozide,amoxapine,1
pimozide,apomorphine,1
pimozide,aprepitant,1
pimozide,aripiprazole,1
pimozide,artemether,1
pimozide,asenapine,1
pimozide,atenolol,1
pimozide,atropine,1
pimozide,azithromycin,1
pimozide,baclofen,1
pimozide,benperidol,1
pimozide,benserazide,1
pimozide,bepridil,1
pimozide,betamethasone,1
pimozide,betaxolol,1
pimozide,biperiden,1
pimozide,bortezomib,1
pimozide,bosentan,1
pimozide,bromocriptine,1
pimozide,brompheniramine,1
pimozide,budesonide,1
pimozide,bupivacaine,1
pimozide,bupropion,1
pimozide,buspirone,1
pimozide,busulfan,1
pimozide,cabergoline,1
pimozide,caffeine,1
pimozide,capsaicin,1
pimozide,carbamazepine,1
pimozide,carbidopa,1
pimozide,carvedilol,1
pimozide,celecoxib,1
pimozide,cetirizine,1
pimozide,chlormezanone,1
pimozide,chlorzoxazone,1
pimozide,cilostazol,1
pimozide,cimetidine,1
pimozide,cinnarizine,1
pimozide,ciprofloxacin,1
pimozide,cisapride,1
pimozide,citalopram,1
pimozide,clemastine,1
pimozide,clindamycin,1
pimozide,clobetasol,1
pimozide,clofazimine,1
pimozide,clofibrate,1
pimozide,clomipramine,1
pimozide,clonidine,1
pimozide,clopidogrel,1
pimozide,colchicine,1
pimozide,crizotinib,1
pimozide,cyclizine,1
pimozide,cyclophosphamide,1
pimozide,cyproheptadine,1
pimozide,dacarbazine,1
pimozide,danazol,1
pimozide,dasatinib,1
pimozide,desipramine,1
pimozide,dexfenfluramine,1
pimozide,dextromethorphan,1
pimozide,diclofenac,1
pimozide,dicloxacillin,1
pimozide,didanosine,1
pimozide,diethylstilbestrol,1
pimozide,digitoxin,1
pimozide,digoxin,1
pimozide,dihydroergocristine,1
pimozide,dihydroergotamine,1
pimozide,dimenhydrinate,1
pimozide,diphenhydramine,1
pimozide,diphenoxylate,1
pimozide,disopyramide,1
pimozide,disulfiram,1
pimozide,docetaxel,1
pimozide,donepezil,1
pimozide,doxazosin,1
pimozide,doxepin,1
pimozide,doxorubicin,1
pimozide,doxycycline,1
pimozide,droperidol,1
pimozide,erythromycin,1
pimozide,estradiol,1
pimozide,estrone,1
pimozide,ethosuximide,1
pimozide,etomidate,1
pimozide,etoposide,1
pimozide,etoricoxib,1
pimozide,everolimus,1
pimozide,famciclovir,1
pimozide,felbamate,1
pimozide,fenofibrate,1
pimozide,fenoldopam,1
pimozide,finasteride,1
pimozide,flecainide,1
pimozide,flunarizine,1
pimozide,fluocinonide,1
pimozide,fluorouracil,1
pimozide,fluoxetine,1
pimozide,fluticasone,1
pimozide,fluvastatin,1
pimozide,fluvoxamine,1
pimozide,gabapentin,1
pimozide,galantamine,1
pimozide,gatifloxacin,1
pimozide,gefitinib,1
pimozide,gemfibrozil,1
pimozide,goserelin,1
pimozide,granisetron,1
pimozide,griseofulvin,1
pimozide,haloperidol,1
pimozide,hydrochlorothiazide,1
pimozide,hydrocortisone,1
pimozide,hydroxychloroquine,1
pimozide,hydroxyzine,1
pimozide,hyoscyamine,1
pimozide,idarubicin,1
pimozide,ifosfamide,1
pimozide,imipramine,1
pimozide,indapamide,1
pimozide,indinavir,1
pimozide,isoniazid,1
pimozide,isradipine,1
pimozide,itraconazole,1
pimozide,ketoconazole,1
pimozide,ketotifen,1
pimozide,labetalol,1
pimozide,lamotrigine,1
pimozide,lansoprazole,1
pimozide,leflunomide,1
pimozide,levetiracetam,1
pimozide,levonorgestrel,1
pimozide,lidocaine,1
pimozide,lincomycin,1
pimozide,lopinavir,1
pimozide,lorazepam,1
pimozide,losartan,1
pimozide,lovastatin,1
pimozide,loxapine,1
pimozide,maprotiline,1
pimozide,meclizine,1
pimozide,mefloquine,1
pimozide,melatonin,1
pimozide,memantine,1
pimozide,methotrexate,1
pimozide,methysergide,1
pimozide,metoclopramide,1
pimozide,metronidazole,1
pimozide,mexiletine,1
pimozide,miconazole,1
pimozide,milnacipran,1
pimozide,minocycline,1
pimozide,mirtazapine,1
pimozide,mitotane,1
pimozide,mitoxantrone,1
pimozide,modafinil,1
pimozide,moxifloxacin,1
pimozide,nabumetone,1
pimozide,nadolol,1
pimozide,nafcillin,1
pimozide,nalbuphine,1
pimozide,naproxen,1
pimozide,nelfinavir,1
pimozide,neomycin,1
pimozide,nevirapine,1
pimozide,niacin,1
pimozide,nicardipine,1
pimozide,nicergoline,1
pimozide,nifedipine,1
pimozide,nisoldipine,1
pimozide,ofloxacin,1
pimozide,olanzapine,1
pimozide,omeprazole,1
pimozide,ondansetron,1
pimozide,orlistat,1
pimozide,orphenadrine,1
pimozide,oxcarbazepine,1
pimozide,oxymetholone,1
pimozide,paclitaxel,1
pimozide,palonosetron,1
pimozide,pancuronium,1
pimozide,panobinostat,1
pimozide,papaverine,1
pimozide,paroxetine,1
pimozide,pentamidine,1
pimozide,pentobarbital,1
pimozide,perhexiline,1
pimozide,phenelzine,1
pimozide,pheniramine,1
pimozide,phentermine,1
pimozide,phenylbutazone,1
pimozide,phenytoin,1
pimozide,pilocarpine,1
pindolol,acarbose,1
pindolol,acenocoumarol,1
pindolol,acetazolamide,1
pindolol,allopurinol,1
pindolol,alprazolam,1
pindolol,amifostine,1
pindolol,amikacin,1
pindolol,aminophylline,1
pindolol,amisulpride,1
pindolol,amitriptyline,1
pindolol,amlodipine,1
pindolol,amodiaquine,1
pindolol,amoxapine,1
pindolol,amoxicillin,1
pindolol,apomorphine,1
pindolol,aripiprazole,1
pindolol,asenapine,1
pindolol,atenolol,1
pindolol,atropine,1
pindolol,auranofin,1
pindolol,azacitidine,1
pindolol,aztreonam,1
pindolol,bacitracin,1
pindolol,baclofen,1
pindolol,benperidol,1
pindolol,benserazide,1
pindolol,bepridil,1
pindolol,betaxolol,1
pindolol,bethanechol,1
pindolol,bimatoprost,1
pindolol,biperiden,1
pindolol,bisoprolol,1
pindolol,bortezomib,1
pindolol,bosentan,1
pindolol,bromocriptine,1
pindolol,brompheniramine,1
pindolol,budesonide,1
pindolol,bumetanide,1
pindolol,bupivacaine,1
pindolol,bupropion,1
pindolol,buspirone,1
pindolol,cabergoline,1
pindolol,caffeine,1
pindolol,capecitabine,1
pindolol,capsaicin,1
pindolol,captopril,1
pindolol,carbachol,1
pindolol,carbamazepine,1
pindolol,carbidopa,1
pindolol,carteolol,1
pindolol,carvedilol,1
pindolol,cefadroxil,1
pindolol,cefazolin,1
pindolol,cefdinir,1
pindolol,cefmetazole,1
pindolol,ceftazidime,1
pindolol,celecoxib,1
pindolol,cetirizine,1
pindolol,chlormezanone,1
pindolol,chlorthalidone,1
pindolol,chlorzoxazone,1
pindolol,cilostazol,1
pindolol,cimetidine,1
pindolol,cinnarizine,1
pindolol,ciprofloxacin,1
pindolol,cisapride,1
pindolol,citalopram,1
pindolol,clemastine,1
pindolol,clomipramine,1
pindolol,clonidine,1
pindolol,colchicine,1
pindolol,colistin,1
pindolol,crizotinib,1
pindolol,cyclizine,1
pindolol,cyproheptadine,1
pindolol,dacarbazine,1
pindolol,desipramine,1
pindolol,dexfenfluramine,1
pindolol,dexrazoxane,1
pindolol,dextromethorphan,1
pindolol,diclofenac,1
pindolol,didanosine,1
pindolol,diethylcarbamazine,1
pindolol,diflunisal,1
pindolol,digitoxin,1
pindolol,digoxin,1
pindolol,dihydroergocristine,1
pindolol,dihydroergotamine,1
pindolol,dimenhydrinate,1
pindolol,diphenhydramine,1
pindolol,diphenoxylate,1
pindolol,dipyridamole,1
pindolol,disopyramide,1
pindolol,donepezil,1
pindolol,doxazosin,1
pindolol,doxepin,1
pindolol,doxorubicin,1
pindolol,doxycycline,1
pindolol,droperidol,1
pindolol,enalaprilat,1
pindolol,ephedrine,1
pindolol,estradiol,1
pindolol,ethambutol,1
pindolol,ethosuximide,1
pindolol,etodolac,1
pindolol,etomidate,1
pindolol,etoricoxib,1
pindolol,everolimus,1
pindolol,felbamate,1
pindolol,fenofibrate,1
pindolol,fenoldopam,1
pindolol,fenoprofen,1
pindolol,finasteride,1
pindolol,flecainide,1
pindolol,floxuridine,1
pindolol,flucytosine,1
pindolol,flumazenil,1
pindolol,flunarizine,1
pindolol,fluoxetine,1
pindolol,fluvastatin,1
pindolol,fluvoxamine,1
pindolol,fosinopril,1
pindolol,gabapentin,1
pindolol,galantamine,1
pindolol,ganciclovir,1
pindolol,gefitinib,1
pindolol,gemfibrozil,1
pindolol,gliclazide,1
pindolol,goserelin,1
pindolol,granisetron,1
pindolol,haloperidol,1
pindolol,hydroxychloroquine,1
pindolol,hydroxyzine,1
pindolol,hyoscyamine,1
pindolol,idarubicin,1
pindolol,ifosfamide,1
pindolol,iloprost,1
pindolol,imipramine,1
pindolol,indapamide,1
pindolol,isoniazid,1
pindolol,isradipine,1
pindolol,itraconazole,1
pindolol,kanamycin,1
pindolol,ketoconazole,1
pindolol,ketoprofen,1
pindolol,ketorolac,1
pindolol,labetalol,1
pindolol,lamivudine,1
pindolol,lamotrigine,1
pindolol,lansoprazole,1
pindolol,lenalidomide,1
pindolol,levetiracetam,1
pindolol,lidocaine,1
pindolol,lisinopril,1
pindolol,lopinavir,1
pindolol,lorazepam,1
pindolol,losartan,1
pindolol,lovastatin,1
pindolol,loxapine,1
pindolol,maprotiline,1
pindolol,meclizine,1
pindolol,mefloquine,1
pindolol,melatonin,1
pindolol,meloxicam,1
pindolol,memantine,1
pindolol,methazolamide,1
pindolol,methotrexate,1
pindolol,methyldopa,1
pindolol,methysergide,1
pindolol,metoclopramide,1
pindolol,metolazone,1
pindolol,mexiletine,1
pindolol,miconazole,1
pindolol,midodrine,1
pindolol,milnacipran,1
pindolol,minocycline,1
pindolol,minoxidil,1
pindolol,mirtazapine,1
pindolol,nabumetone,1
pindolol,nadolol,1
pindolol,nalbuphine,1
pindolol,naltrexone,1
pindolol,naphazoline,1
pindolol,naproxen,1
pindolol,nelfinavir,1
pindolol,neomycin,1
pindolol,neostigmine,1
pindolol,nevirapine,1
pindolol,niacin,1
pindolol,nicardipine,1
pindolol,nicergoline,1
pindolol,nicorandil,1
pindolol,nifedipine,1
pindolol,nisoldipine,1
pindolol,nizatidine,1
pindolol,olanzapine,1
pindolol,omeprazole,1
pindolol,ondansetron,1
pindolol,orphenadrine,1
pindolol,oxacillin,1
pindolol,oxaprozin,1
pindolol,oxcarbazepine,1
pindolol,oxymetazoline,1
pindolol,oxymetholone,1
pindolol,paclitaxel,1
pindolol,palonosetron,1
pindolol,pancuronium,1
pindolol,panobinostat,1
pindolol,pantoprazole,1
pindolol,papaverine,1
pindolol,paromomycin,1
pindolol,paroxetine,1
pindolol,pentamidine,1
pindolol,pentobarbital,1
pindolol,perhexiline,1
pindolol,perindopril,1
pindolol,phenazopyridine,1
pindolol,phenelzine,1
pindolol,phentermine,1
pindolol,phenylbutazone,1
pindolol,phenylpropanolamine,1
pindolol,phenytoin,1
pindolol,pilocarpine,1
pindolol,pimozide,1
piperacillin,acarbose,1
piperacillin,acenocoumarol,1
piperacillin,acetazolamide,1
piperacillin,allopurinol,1
piperacillin,alprazolam,1
piperacillin,alprostadil,1
piperacillin,amikacin,1
piperacillin,amitriptyline,1
piperacillin,amoxicillin,1
piperacillin,auranofin,1
piperacillin,azacitidine,1
piperacillin,aztreonam,1
piperacillin,bacitracin,1
piperacillin,baclofen,1
piperacillin,benserazide,1
piperacillin,bisoprolol,1
piperacillin,budesonide,1
piperacillin,bumetanide,1
piperacillin,bupropion,1
piperacillin,buspirone,1
piperacillin,capecitabine,1
piperacillin,captopril,1
piperacillin,carbamazepine,1
piperacillin,carbidopa,1
piperacillin,cefadroxil,1
piperacillin,cefazolin,1
piperacillin,cefdinir,1
piperacillin,cefmetazole,1
piperacillin,ceftazidime,1
piperacillin,celecoxib,1
piperacillin,cetirizine,1
piperacillin,chlorthalidone,1
piperacillin,chlorzoxazone,1
piperacillin,cilastatin,1
piperacillin,cilostazol,1
piperacillin,cimetidine,1
piperacillin,ciprofloxacin,1
piperacillin,clindamycin,1
piperacillin,clomipramine,1
piperacillin,colchicine,1
piperacillin,colistin,1
piperacillin,dacarbazine,1
piperacillin,desipramine,1
piperacillin,dexrazoxane,1
piperacillin,diclofenac,1
piperacillin,didanosine,1
piperacillin,diethylstilbestrol,1
piperacillin,diflunisal,1
piperacillin,digoxin,1
piperacillin,dinoprostone,1
piperacillin,disopyramide,1
piperacillin,doxepin,1
piperacillin,doxycycline,1
piperacillin,enalaprilat,1
piperacillin,esomeprazole,1
piperacillin,estradiol,1
piperacillin,ethambutol,1
piperacillin,etodolac,1
piperacillin,etomidate,1
piperacillin,etoricoxib,1
piperacillin,fenofibrate,1
piperacillin,fenoldopam,1
piperacillin,fenoprofen,1
piperacillin,floxuridine,1
piperacillin,flucytosine,1
piperacillin,flumazenil,1
piperacillin,fluvoxamine,1
piperacillin,fosinopril,1
piperacillin,ganciclovir,1
piperacillin,gatifloxacin,1
piperacillin,gemfibrozil,1
piperacillin,goserelin,1
piperacillin,haloperidol,1
piperacillin,hydrochlorothiazide,1
piperacillin,ifosfamide,1
piperacillin,imipramine,1
piperacillin,indapamide,1
piperacillin,isoniazid,1
piperacillin,isradipine,1
piperacillin,kanamycin,1
piperacillin,ketoprofen,1
piperacillin,ketorolac,1
piperacillin,labetalol,1
piperacillin,lamivudine,1
piperacillin,lamotrigine,1
piperacillin,lansoprazole,1
piperacillin,lenalidomide,1
piperacillin,leucovorin,1
piperacillin,levonorgestrel,1
piperacillin,lincomycin,1
piperacillin,lisinopril,1
piperacillin,lopinavir,1
piperacillin,lorazepam,1
piperacillin,lymecycline,1
piperacillin,maprotiline,1
piperacillin,melatonin,1
piperacillin,meloxicam,1
piperacillin,memantine,1
piperacillin,methazolamide,1
piperacillin,methotrexate,1
piperacillin,methyldopa,1
piperacillin,metoclopramide,1
piperacillin,metolazone,1
piperacillin,milnacipran,1
piperacillin,minocycline,1
piperacillin,moxifloxacin,1
piperacillin,nabumetone,1
piperacillin,nadolol,1
piperacillin,naproxen,1
piperacillin,neomycin,1
piperacillin,nicorandil,1
piperacillin,nifedipine,1
piperacillin,nisoldipine,1
piperacillin,norgestrel,1
piperacillin,ofloxacin,1
piperacillin,oxacillin,1
piperacillin,oxaprozin,1
piperacillin,palonosetron,1
piperacillin,pancuronium,1
piperacillin,pantoprazole,1
piperacillin,paromomycin,1
piperacillin,pentamidine,1
piperacillin,pentobarbital,1
piperacillin,perindopril,1
piperacillin,phenazopyridine,1
piperacillin,phenelzine,1
piperacillin,phenylbutazone,1
piperacillin,pindolol,1
piracetam,acarbose,1
piracetam,acetazolamide,1
piracetam,allopurinol,1
piracetam,alprazolam,1
piracetam,amikacin,1
piracetam,amitriptyline,1
piracetam,amoxicillin,1
piracetam,auranofin,1
piracetam,azacitidine,1
piracetam,aztreonam,1
piracetam,bacitracin,1
piracetam,baclofen,1
piracetam,benserazide,1
piracetam,bisoprolol,1
piracetam,budesonide,1
piracetam,bumetanide,1
piracetam,bupropion,1
piracetam,buspirone,1
piracetam,capecitabine,1
piracetam,carbamazepine,1
piracetam,carbidopa,1
piracetam,cefadroxil,1
piracetam,cefazolin,1
piracetam,cefdinir,1
piracetam,cefmetazole,1
piracetam,ceftazidime,1
piracetam,celecoxib,1
piracetam,cetirizine,1
piracetam,chlorthalidone,1
piracetam,chlorzoxazone,1
piracetam,cilostazol,1
piracetam,cimetidine,1
piracetam,ciprofloxacin,1
piracetam,clomipramine,1
piracetam,colchicine,1
piracetam,colistin,1
piracetam,dacarbazine,1
piracetam,desipramine,1
piracetam,dexrazoxane,1
piracetam,diclofenac,1
piracetam,didanosine,1
piracetam,diflunisal,1
piracetam,digoxin,1
piracetam,disopyramide,1
piracetam,doxepin,1
piracetam,doxycycline,1
piracetam,enalaprilat,1
piracetam,estradiol,1
piracetam,ethambutol,1
piracetam,etodolac,1
piracetam,etomidate,1
piracetam,etoricoxib,1
piracetam,fenofibrate,1
piracetam,fenoldopam,1
piracetam,fenoprofen,1
piracetam,floxuridine,1
piracetam,flucytosine,1
piracetam,flumazenil,1
piracetam,fluvoxamine,1
piracetam,fosinopril,1
piracetam,ganciclovir,1
piracetam,gemfibrozil,1
piracetam,goserelin,1
piracetam,haloperidol,1
piracetam,hydrochlorothiazide,1
piracetam,ifosfamide,1
piracetam,imipramine,1
piracetam,indapamide,1
piracetam,isoniazid,1
piracetam,isradipine,1
piracetam,kanamycin,1
piracetam,ketoprofen,1
piracetam,ketorolac,1
piracetam,labetalol,1
piracetam,lamivudine,1
piracetam,lamotrigine,1
piracetam,lenalidomide,1
piracetam,lisinopril,1
piracetam,lopinavir,1
piracetam,lorazepam,1
piracetam,maprotiline,1
piracetam,meloxicam,1
piracetam,memantine,1
piracetam,methazolamide,1
piracetam,methotrexate,1
piracetam,methyldopa,1
piracetam,metoclopramide,1
piracetam,metolazone,1
piracetam,milnacipran,1
piracetam,nabumetone,1
piracetam,nadolol,1
piracetam,naproxen,1
piracetam,neomycin,1
piracetam,nicorandil,1
piracetam,nifedipine,1
piracetam,nisoldipine,1
piracetam,oxacillin,1
piracetam,oxaprozin,1
piracetam,palonosetron,1
piracetam,pantoprazole,1
piracetam,paromomycin,1
piracetam,pentamidine,1
piracetam,pentobarbital,1
piracetam,perindopril,1
piracetam,phenazopyridine,1
piracetam,phenelzine,1
piracetam,phenylbutazone,1
piracetam,pindolol,1
piracetam,piperacillin,1
pirenzepine,acetazolamide,1
pirenzepine,alprazolam,1
pirenzepine,amisulpride,1
pirenzepine,amitriptyline,1
pirenzepine,amoxapine,1
pirenzepine,apomorphine,1
pirenzepine,aripiprazole,1
pirenzepine,asenapine,1
pirenzepine,atropine,1
pirenzepine,baclofen,1
pirenzepine,benperidol,1
pirenzepine,biperiden,1
pirenzepine,bromocriptine,1
pirenzepine,brompheniramine,1
pirenzepine,bupropion,1
pirenzepine,cabergoline,1
pirenzepine,capsaicin,1
pirenzepine,carbamazepine,1
pirenzepine,cetirizine,1
pirenzepine,chlormezanone,1
pirenzepine,chlorthalidone,1
pirenzepine,chlorzoxazone,1
pirenzepine,cilostazol,1
pirenzepine,cisapride,1
pirenzepine,citalopram,1
pirenzepine,clemastine,1
pirenzepine,clomipramine,1
pirenzepine,clonidine,1
pirenzepine,cyclizine,1
pirenzepine,cyclopentolate,1
pirenzepine,cyproheptadine,1
pirenzepine,desipramine,1
pirenzepine,dextromethorphan,1
pirenzepine,diethylcarbamazine,1
pirenzepine,dihydroergotamine,1
pirenzepine,dimenhydrinate,1
pirenzepine,diphenhydramine,1
pirenzepine,diphenoxylate,1
pirenzepine,disopyramide,1
pirenzepine,donepezil,1
pirenzepine,doxepin,1
pirenzepine,droperidol,1
pirenzepine,ephedrine,1
pirenzepine,ethosuximide,1
pirenzepine,etomidate,1
pirenzepine,felbamate,1
pirenzepine,flunarizine,1
pirenzepine,fluoxetine,1
pirenzepine,fluvoxamine,1
pirenzepine,gabapentin,1
pirenzepine,galantamine,1
pirenzepine,granisetron,1
pirenzepine,haloperidol,1
pirenzepine,hydrochlorothiazide,1
pirenzepine,hydroxyzine,1
pirenzepine,hyoscyamine,1
pirenzepine,imipramine,1
pirenzepine,indapamide,1
pirenzepine,labetalol,1
pirenzepine,lamotrigine,1
pirenzepine,levetiracetam,1
pirenzepine,loratadine,1
pirenzepine,lorazepam,1
pirenzepine,loxapine,1
pirenzepine,maprotiline,1
pirenzepine,meclizine,1
pirenzepine,mefloquine,1
pirenzepine,melatonin,1
pirenzepine,memantine,1
pirenzepine,methysergide,1
pirenzepine,metoclopramide,1
pirenzepine,metolazone,1
pirenzepine,midodrine,1
pirenzepine,milnacipran,1
pirenzepine,mirtazapine,1
pirenzepine,nalbuphine,1
pirenzepine,naltrexone,1
pirenzepine,naphazoline,1
pirenzepine,neostigmine,1
pirenzepine,nicardipine,1
pirenzepine,nizatidine,1
pirenzepine,olanzapine,1
pirenzepine,ondansetron,1
pirenzepine,orphenadrine,1
pirenzepine,oxcarbazepine,1
pirenzepine,oxymetazoline,1
pirenzepine,palonosetron,1
pirenzepine,pancuronium,1
pirenzepine,paroxetine,1
pirenzepine,pentobarbital,1
pirenzepine,phenelzine,1
pirenzepine,phentermine,1
pirenzepine,phenylpropanolamine,1
pirenzepine,phenytoin,1
pirenzepine,pimozide,1
pirenzepine,pindolol,1
piroxicam,acarbose,1
piroxicam,acenocoumarol,1
piroxicam,acetazolamide,1
piroxicam,allopurinol,1
piroxicam,alprazolam,1
piroxicam,alprostadil,1
piroxicam,amikacin,1
piroxicam,amitriptyline,1
piroxicam,amlodipine,1
piroxicam,amodiaquine,1
piroxicam,amoxapine,1
piroxicam,amoxicillin,1
piroxicam,apomorphine,1
piroxicam,aprepitant,1
piroxicam,aripiprazole,1
piroxicam,artemether,1
piroxicam,asenapine,1
piroxicam,atenolol,1
piroxicam,atovaquone,1
piroxicam,atropine,1
piroxicam,auranofin,1
piroxicam,azacitidine,1
piroxicam,aztreonam,1
piroxicam,bacitracin,1
piroxicam,baclofen,1
piroxicam,benserazide,1
piroxicam,bepridil,1
piroxicam,betamethasone,1
piroxicam,betaxolol,1
piroxicam,bezafibrate,1
piroxicam,bimatoprost,1
piroxicam,bisoprolol,1
piroxicam,bortezomib,1
piroxicam,bosentan,1
piroxicam,bromocriptine,1
piroxicam,budesonide,1
piroxicam,bumetanide,1
piroxicam,bupropion,1
piroxicam,buspirone,1
piroxicam,cabergoline,1
piroxicam,capecitabine,1
piroxicam,captopril,1
piroxicam,carbamazepine,1
piroxicam,carbidopa,1
piroxicam,carvedilol,1
piroxicam,cefadroxil,1
piroxicam,cefazolin,1
piroxicam,cefdinir,1
piroxicam,cefmetazole,1
piroxicam,ceftazidime,1
piroxicam,celecoxib,1
piroxicam,cetirizine,1
